 Fx_Air  , Fx_L1   , Fx_L2   , Fx_R1   , Fx_R2   , Fy_Air  , Fy_L1   , Fy_L2   , Fy_R1   , Fy_R2   , Fz_Air  , Fz_L1   , Fz_L2   , Fz_R1   , Fz_R2   , Roll    , Roll_L1 , Roll_L2 , Roll_R1 , Roll_R2 , Yaw     , Yaw_L1  , Yaw_L2  , Yaw_R1  , Yaw_R2  
-204.1583588,-71.09753909,1887.864651,-77.82056349,1877.790063,-2.756552441,-616.9681033,-1038.650858,-714.6554715,-364.1127387,122.4814154,2738.510858,3398.392884,2086.186804,2724.030998,-0.440041273,0.406646854,1.643586159,-1.255892165,-1.849275897,-272.9160138,86.75600821,86.78314861,86.36878518,87.29402566
-205.3068007,-71.36974231,1882.823836,-76.75475538,1871.96622,-2.607477162,-593.4304977,-991.4330988,-705.830063,-332.3105278,123.1719674,2723.163665,3379.100276,2101.520751,2742.965576,-0.416433515,0.429550771,1.646006269,-1.236762242,-1.841624006,-273.0152183,86.6553693,86.68583295,86.26939574,87.19727839
-206.4560032,-71.82221213,1877.986118,-75.88690202,1866.226563,-2.458757654,-576.9299621,-948.8583966,-698.2133067,-300.948452,123.8628804,2712.003985,3366.347313,2111.816045,2755.861986,-0.396091452,0.448701658,1.647098157,-1.219890933,-1.836610766,-273.1094444,86.55393016,86.59332929,86.16852185,87.10541528
-207.6058957,-72.25926537,1872.881634,-75.18122698,1860.998061,-2.317241336,-560.5695582,-911.5992716,-689.0604675,-272.0044871,124.5540582,2705.4397,3357.45317,2121.82119,2764.524561,-0.379080479,0.464944388,1.647258296,-1.205534511,-1.833426741,-273.2003838,86.45850115,86.50390614,86.073599,87.01661284
-208.7566046,-72.49821443,1867.44576,-74.69573816,1856.418887,-2.19036786,-538.6532108,-879.4830882,-674.701606,-246.8647843,125.2455326,2699.219633,3349.574055,2131.567683,2771.783237,-0.364537269,0.479837663,1.647309579,-1.192774882,-1.830789173,-273.2894136,86.37386216,86.41618986,85.98950794,86.92942177
-209.9079552,-72.50367105,1861.212579,-74.24639797,1851.192766,-2.082660509,-516.4883714,-850.8056901,-661.1198924,-225.7360606,125.9371879,2691.762356,3338.85867,2141.627329,2776.274328,-0.351331838,0.494089903,1.647703214,-1.180976728,-1.827594873,-273.3773388,86.28785134,86.32939384,85.90403639,86.84305772
-211.0597558,-72.54015337,1855.392346,-73.71779177,1847.176714,-1.992586429,-504.0135697,-827.0070562,-655.8617307,-208.6535333,126.6289439,2684.223356,3328.876545,2150.883939,2783.420619,-0.339019824,0.506789537,1.648915883,-1.170542278,-1.823487674,-273.4647422,86.19040552,86.24305069,85.80698638,86.75696609
-212.2116894,-72.72006875,1849.375709,-72.99812163,1842.135105,-1.916856189,-505.1278756,-808.3140119,-660.8541725,-194.6817452,127.3206506,2679.137752,3322.593668,2157.341821,2790.446889,-0.328261167,0.516751185,1.650440203,-1.162228371,-1.819659709,-273.5524404,86.07735681,86.15635667,85.69395874,86.67044509
-213.362887,-73.02849244,1842.976196,-72.24595462,1835.686836,-1.854799884,-515.7635669,-795.196429,-671.0784276,-183.8340399,128.0118041,2678.254536,3321.379165,2159.498245,2793.543682,-0.320252635,0.522984009,1.651439984,-1.156840838,-1.817262957,-273.6416799,85.95808368,86.06793217,85.57449079,86.58229554
-214.5127497,-73.18279692,1835.985758,-71.91173607,1828.36688,-1.812556772,-515.3875875,-788.2285131,-668.8355025,-176.9612324,128.7020173,2679.045195,3324.009649,2158.355517,2792.189252,-0.315359202,0.526950907,1.651882262,-1.153315622,-1.816235974,-273.7337829,85.86194121,85.97639027,85.47837046,86.49106984
-215.6612929,-72.62562668,1828.263127,-72.52609779,1821.127541,-1.800679266,-482.9911555,-786.6053097,-639.4431389,-174.8194388,129.3912456,2676.812352,3325.471843,2159.892707,2790.524885,-0.311956018,0.532156928,1.653029277,-1.149136444,-1.814758288,-273.8290124,85.81594285,85.88155952,85.43327247,86.39650396
-216.809222,-70.95246818,1820.047495,-74.41222355,1814.854449,-1.828422007,-388.1566567,-786.8899478,-561.7326766,-176.7046584,130.0798622,2663.745673,3318.044965,2171.916458,2796.203681,-0.306152105,0.545553923,1.657155263,-1.139593139,-1.809651701,-273.9253679,85.86046341,85.78558895,85.48173231,86.30082903
-217.9574179,-68.11343768,1811.751699,-76.76999714,1809.418691,-1.891528947,-254.6526698,-782.2146623,-459.3586663,-179.0849719,130.7684154,2635.860718,3293.995771,2198.30912,2815.643865,-0.293085802,0.570584225,1.666112708,-1.121334512,-1.797986441,-274.0175821,85.94407077,85.69409125,85.57120737,86.20952262
-219.1056439,-65.33346404,1804.46939,-78.77409917,1804.080573,-1.955578673,-133.2580346,-765.4232532,-368.1607101,-175.3651285,131.4569712,2599.170418,3255.039288,2234.048558,2847.812467,-0.270852967,0.602145411,1.678766089,-1.096163277,-1.780573827,-274.0987674,86.02130894,85.61429168,85.6530504,86.12983465
-220.2534278,-62.50395765,1798.929427,-79.81850741,1797.784794,-1.980910264,-42.23395001,-733.595729,-297.5519127,-159.5287919,132.1455091,2562.588104,3211.157967,2271.151463,2885.258495,-0.241531594,0.635891932,1.691939693,-1.066279548,-1.761498152,-274.1632623,86.0792481,85.55189081,85.71243805,86.0675488
-221.4004675,-63.34071581,1794.8462,-79.90722262,1790.538126,-1.940325501,15.82009626,-688.0602416,-247.2150744,-128.9233247,132.8340292,2533.009495,3171.894213,2305.262545,2920.324505,-0.209149331,0.667964514,1.702569137,-1.036187128,-1.745108653,-274.2078961,86.12089803,85.50987084,85.75454885,86.02569284
-222.54553,-64.17491683,1791.441583,-79.20819972,1782.976352,-1.823035518,54.09821648,-632.0924804,-214.8337979,-84.399134,133.521824,2512.035548,3142.096278,2332.010331,2949.090721,-0.177511993,0.697720119,1.708812442,-1.008597385,-1.734107048,-274.2319925,86.14463082,85.48855292,85.77861395,86.00451671
-223.6897645,-64.33264019,1787.381092,-78.09870589,1775.807984,-1.633361845,81.97603418,-569.4391303,-190.6904067,-29.39463707,134.209466,2496.252319,3120.86215,2352.249982,2972.016617,-0.148611247,0.724327252,1.710683098,-0.98412142,-1.728715541,-274.2368469,86.1692562,85.48638425,85.80347316,86.00260417
-224.8332373,-64.95731747,1781.855415,-76.89041513,1769.772659,-1.388350994,115.9099509,-503.3308379,-159.4020915,31.74762315,134.8967803,2481.10566,3102.846952,2371.145836,2993.605,-0.122015782,0.750112308,1.710005418,-0.960329546,-1.726897497,-274.2248559,86.21202104,85.50079983,85.84636669,86.01728788
-225.9760794,-65.46264128,1774.726124,-75.72868448,1764.580047,-1.109131817,160.0461634,-436.163908,-117.2802442,95.8247073,135.5836365,2462.437054,3082.752188,2392.766864,3019.336685,-0.095737452,0.777441532,1.709406497,-0.934847033,-1.725976277,-274.1983737,86.27300273,85.52946422,85.9073867,86.0464157
-227.1177777,-65.8719184,1765.859241,-74.38075034,1759.110342,-0.81187369,206.7720776,-369.1676577,-71.01212042,161.0837958,136.2695926,2439.292233,3055.51657,2418.252631,3048.369212,-0.067876447,0.807007254,1.710694864,-0.90680739,-1.723909321,-274.1592958,86.3411141,85.57064926,85.97545341,86.08810182
-228.257824,-66.37862817,1756.304128,-72.57504063,1753.11801,-0.506220481,247.2254247,-303.7651123,-29.57918951,226.5885255,136.9542782,2413.754858,3022.753677,2445.777787,3079.684448,-0.03786829,0.837986609,1.714335136,-0.877042797,-1.720068321,-274.1093456,86.4064169,85.62279949,86.04070887,86.14081428
-229.3956637,-67.04043426,1746.846071,-72.09796602,1746.341873,-0.198848526,277.671067,-241.5242242,0.88128881,291.1482074,137.6373342,2387.642022,2989.186155,2468.781912,3110.084266,-0.006710062,0.868755385,1.719586458,-0.847389319,-1.715102177,-274.0505161,86.46526203,85.68410541,86.09967591,86.20250086
-230.5303526,-67.84855108,1737.893353,-72.21173972,1738.990235,0.101470968,301.8693737,-184.2537782,26.05690347,352.6366357,138.318195,2367.637085,2959.237405,2493.486429,3136.440716,0.023834335,0.898120485,1.725370345,-0.818739258,-1.709916203,-273.9852641,86.52104842,85.75196638,86.15560934,86.27061965
-231.6620874,-68.65497374,1729.569289,-70.79694263,1731.474405,0.383809801,320.1569068,-133.513145,47.58231091,408.5940191,138.9970166,2352.872284,2935.42046,2514.843476,3157.25006,0.052101187,0.925089593,1.730854697,-0.792464307,-1.705095004,-273.9161591,86.57083646,85.82368804,86.2054624,86.34240399
-232.7911022,-69.40799895,1721.247675,-69.2415733,1723.410705,0.639695666,332.1461112,-90.29818051,62.93649645,456.4352522,139.6740101,2341.977342,2916.951159,2531.561886,3169.324244,0.076987186,0.948667126,1.735618537,-0.769891375,-1.700589097,-273.8456281,86.61440112,85.89669156,86.24912095,86.41539032
-233.9175379,-70.18128474,1714.269491,-67.90344023,1717.52562,0.86309627,335.5397092,-55.3506727,68.86245285,495.6344078,140.3493444,2334.299521,2905.776785,2543.605263,3179.503268,0.097952393,0.968253421,1.739575511,-0.751579389,-1.696421077,-273.775937,86.64482786,85.96868754,86.27974501,86.48711057
-235.0422764,-71.07604855,1708.104074,-66.45370665,1712.104526,1.051488464,322.7519653,-28.9636687,56.74763853,525.6236538,141.0236271,2330.958852,2902.785516,2549.824018,3187.199883,0.114305669,0.982410641,1.742531538,-0.738950706,-1.693282156,-273.7093408,86.64964382,86.03725608,86.28489125,86.55545394
-236.1657235,-72.03522992,1702.419078,-64.31862678,1706.688073,1.203247152,293.7290203,-11.50457047,26.10821338,544.8406262,141.6971698,2332.814242,2907.189544,2545.062791,3187.88533,0.124902486,0.989807652,1.743766834,-0.733266674,-1.691776095,-273.6484702,86.6311552,86.09952238,86.26684384,86.61765911
-237.2879789,-72.7302711,1696.982286,-64.01783976,1701.471551,1.31093895,263.624373,-3.953133582,-4.559893736,551.5981513,142.3701138,2338.593965,2917.663074,2533.28342,3179.86748,0.12911621,0.99090158,1.743072875,-0.732738026,-1.691762203,-273.5962222,86.61495542,86.15270546,86.25088414,86.67085321
-238.4082783,-72.73469813,1691.287576,-63.89736285,1696.743644,1.36008763,257.1865627,-7.3844167,-13.01299961,545.3950712,143.0421034,2348.630261,2929.871881,2526.085776,3166.563179,0.128177969,0.989398241,1.741839681,-0.734649706,-1.691735346,-273.5547509,86.63688596,86.19450512,86.27311584,86.71278006
-239.5269224,-71.55282532,1685.078479,-65.08993665,1692.000849,1.338701965,286.8385669,-21.0807694,13.23059425,528.4264623,143.7133917,2353.994811,2938.01152,2524.790227,3154.093203,0.125224781,0.989775742,1.742470295,-0.735273472,-1.689494084,-273.5240524,86.71153202,86.22521876,86.34799083,86.74365635
-240.642028,-67.89719743,1677.015931,-67.89631098,1686.710238,1.238433993,412.1215793,-42.09458266,142.5904269,504.1598205,144.3828629,2342.802845,2930.484019,2539.853652,3145.88245,0.12579712,1.000481027,1.748522461,-0.724530452,-1.681090671,-273.5009829,86.96369678,86.24829029,86.59894973,86.76662264
-241.754015,-62.00872019,1669.017614,-70.67697205,1683.606621,1.056227757,613.4119482,-63.09337627,371.9780724,485.1574576,145.050703,2303.847657,2900.338569,2583.397404,3171.838446,0.139033566,1.028737952,1.765413937,-0.689516705,-1.662664186,-273.4763041,87.31321045,86.27365044,86.93879977,86.79159564
-242.8609191,-55.36099473,1660.518319,-75.18378922,1678.434306,0.859857117,796.4678809,-70.65464095,609.3594847,485.0513149,145.7154248,2243.771136,2844.321119,2649.047266,3230.268632,0.170065781,1.068057563,1.793102907,-0.639739796,-1.635258836,-273.4359497,87.68378235,86.31575261,87.29840473,86.8334226
-243.9608226,-50.15508218,1652.787803,-78.93884032,1668.651809,0.739632757,926.0121461,-53.59255557,822.2220994,515.4125041,146.3756631,2174.524423,2772.466205,2715.477441,3304.923981,0.217094677,1.111656222,1.825925128,-0.579553591,-1.605127544,-273.3668681,88.04114543,86.38799042,87.64048293,86.90559894
-245.0516612,-48.31543781,1646.445823,-80.52671259,1654.513006,0.766355106,1009.401593,-8.024140903,974.6656883,582.3814273,147.0301093,2114.376454,2700.353689,2780.720762,3377.172675,0.273233668,1.159403683,1.856335889,-0.518787427,-1.580429059,-273.2600865,88.34722521,86.49913165,87.93605357,87.01680768
-246.1338722,-49.0782491,1640.266854,-80.63257108,1638.749222,0.984126727,1026.89173,63.19693193,1056.703971,685.0208547,147.678868,2071.471347,2640.6355,2830.944947,3435.676118,0.330163779,1.202607091,1.878225927,-0.465471339,-1.567526273,-273.1122983,88.58530758,86.65192208,88.16944726,87.16973482
-247.2091851,-51.50705806,1633.458989,-78.82947796,1622.970484,1.393728198,1015.833465,153.1697941,1078.795494,812.837899,148.3226109,2046.415994,2598.111435,2861.715476,3470.035878,0.380833003,1.240978118,1.888241577,-0.422859608,-1.568330336,-272.9263348,88.76550057,86.84295157,88.34890689,87.36048033
-248.2800012,-55.54622435,1625.940623,-75.78076117,1612.771771,1.958085635,984.2129164,252.9533411,1060.364292,954.1713481,148.9623173,2032.597606,2571.823776,2878.373925,3493.084343,0.422460918,1.273471225,1.887419778,-0.389890572,-1.580368185,-272.7092864,88.89095777,87.06468002,88.4771234,87.58123149
-249.349771,-60.70425436,1617.267492,-71.56637713,1606.705971,2.631656414,917.7375846,353.8461826,982.8667236,1096.081503,149.5996754,2028.755292,2559.224588,2881.985534,3509.547746,0.454257492,1.297383503,1.878437344,-0.36911956,-1.600336753,-272.4711693,88.94321496,87.30667872,88.53462525,87.82195326
-250.4204791,-65.08849219,1607.83414,-65.66595354,1603.750045,3.345220474,865.3414308,445.8627178,900.4594692,1223.197274,150.2359559,2029.22063,2554.935807,2875.619112,3517.920817,0.476641464,1.315739869,1.864935711,-0.357286506,-1.623202735,-272.2243667,89.00268674,87.55637657,88.60074991,88.0705547
-251.491044,-68.44083565,1598.105878,-61.70763542,1602.476529,4.023171616,828.6332288,519.3691652,840.1162497,1318.715503,150.8711844,2029.38002,2551.618246,2868.847228,3521.810274,0.492193113,1.330091979,1.851998023,-0.347709426,-1.64213069,-271.9802139,89.0778196,87.80263741,88.6816393,88.31567575
-252.5596874,-70.55710005,1589.106639,-59.05194771,1602.512908,4.608331902,808.4141573,571.278009,806.6119004,1387.04785,151.5052737,2029.550665,2545.49482,2869.741558,3524.551428,0.503740162,1.342296102,1.842865918,-0.337973124,-1.655192095,-271.7472153,89.17510828,88.03726479,88.78255857,88.54927201
-253.625082,-71.58802049,1581.637147,-57.58653021,1602.152889,5.063142531,802.5407355,601.5334202,797.5046316,1428.564447,152.1384206,2027.920875,2536.95088,2875.125549,3526.009304,0.513210592,1.353469469,1.838890044,-0.327692093,-1.66099119,-271.5308667,89.29370929,88.25491565,88.9030155,88.76604577
-254.6861785,-71.96873354,1575.846159,-57.13009569,1601.645523,5.372298874,803.0219951,612.7061873,801.0602161,1444.313308,152.7707002,2025.341024,2527.604371,2882.04405,3523.459882,0.521304602,1.363429587,1.839626153,-0.317862004,-1.659189702,-271.3339031,89.41987672,88.45317101,89.03017906,88.9633693
-255.7438129,-72.01848849,1572.990077,-57.24853737,1601.223282,5.538441779,803.4753287,609.7321072,804.6671805,1440.888511,153.4029168,2023.948346,2524.825882,2886.971137,3523.449284,0.527508438,1.371006718,1.843104714,-0.310636065,-1.652644985,-271.1570416,89.54457873,88.6313374,89.15541031,89.14050342
-256.7990837,-71.73848257,1571.820179,-57.68136744,1599.935849,5.572865253,804.7538901,595.785486,806.3850869,1419.646077,154.0357215,2025.691519,2530.234779,2887.426354,3520.969221,0.53058115,1.375138803,1.847532366,-0.307395107,-1.643321973,-270.9998608,89.66891919,88.78963575,89.28017254,89.29798639
-257.8529639,-71.14406189,1571.326759,-58.33040855,1597.792659,5.49177549,807.7136862,572.9798891,806.1094499,1382.734012,154.6694646,2030.854377,2542.763565,2879.28128,3513.143543,0.52957005,1.375165161,1.851672181,-0.308617536,-1.632791764,-270.8610566,89.79414221,88.92922024,89.40563514,89.43716745
-258.9061266,-70.39303801,1570.644157,-59.27942379,1594.882353,5.315724331,810.2843217,542.8837647,803.9263374,1333.590149,155.304154,2040.32584,2559.59738,2872.107944,3499.960165,0.524359665,1.371124908,1.85507759,-0.313888212,-1.622069381,-270.7385482,89.91577842,89.05209672,89.52760414,89.55994242
-259.9557727,-74.9072806,1569.865375,-61.01407303,1590.853303,5.064164286,904.2837039,506.864624,785.074195,1276.652543,155.9376905,2313.03993,2578.458316,2862.114559,3482.94988,0.51555772,1.380187644,1.857745443,-0.323660646,-1.611887607,-270.6295673,90.00162715,89.16100074,89.6181735,89.66909179
-260.9924878,-65.58719399,1561.256664,-63.93327936,1591.090853,4.758645585,975.921303,459.8182488,651.329313,1220.568273,156.5639808,2812.955774,2577.63873,2829.988888,3487.458728,0.515667082,1.472197624,1.872078779,-0.3364757,-1.593992202,-270.5291878,89.95231123,89.2614367,89.58331224,89.76970998
-262.0553728,-252.7753615,1539.675104,-59.88098691,1595.889947,4.498378126,2603.677206,396.0386099,709.4235735,1181.390072,157.2051404,4729.201414,2520.995162,2738.072257,3580.214947,0.546908596,1.683589002,1.919887818,-0.298193271,-1.554517015,-270.4429,90.09598656,89.34914639,89.74618456,89.85695017
-263.1333927,0,1510.774514,-49.60284171,1606.719465,4.285291533,0,334.7759079,634.4333733,1141.991072,157.8546256,0,2454.260981,2639.597818,3676.389424,0.598226171,1.520723608,1.981713283,-0.263700385,-1.503420722,-270.3650986,90.44773261,89.43075829,90.02823901,89.93830067
-264.2324084,-17.89367792,1748.953342,-59.70951753,1607.944534,3.87233678,138.7572153,455.9749941,537.5806063,1084.918874,158.5187395,377.5050032,3394.583185,2569.999044,3691.15559,0.638814451,1.592633237,2.059932522,-0.217096125,-1.46014308,-270.2997905,90.36376548,89.49136707,89.95612887,90.0081586
-265.2717649,-93.75392535,2557.637166,-72.34226527,1574.312421,3.466756168,896.4378412,864.4948202,519.5790997,994.6511793,159.146495,2443.032886,5014.350529,2602.874416,3596.181388,0.688961968,1.6507231,2.196362247,-0.146466293,-1.392540335,-270.2456789,90.22389938,89.53665054,89.85058656,90.06577153
-266.286861,-307.3571816,323.4290939,-62.41904195,1506.203363,3.258543561,2601.64237,40.36659068,591.3158087,890.8516101,159.7575228,4547.259878,459.3844585,2677.624983,3431.813141,0.760224597,1.800718064,2.425805049,-0.059921949,-1.290750391,-270.1942626,90.30609668,89.5158623,89.94652353,90.1176028
-267.3980685,0,681.2752475,-55.88230429,1524.300098,3.20440643,0,72.21995694,525.7869613,812.9752962,160.4247823,0,1194.129024,2705.609312,3246.875702,0.812020071,1.59472436,2.53163773,-0.031766826,-1.205857851,-270.1344055,90.64183326,89.5641819,90.22929507,90.1728374
-268.3837491,-0.701958231,1723.208722,-66.34025817,1516.268775,3.118265007,4.463908879,467.8732125,405.1842038,787.0028655,161.016979,12.97042923,3354.159127,2699.695919,3088.088479,0.821497948,1.656079781,2.448827022,-0.036060568,-1.166444333,-270.0659875,90.59307845,89.68533163,90.18977213,90.2327281
-269.2498493,-82.6599099,3645.10956,-75.40039143,1464.669402,3.075795953,595.2898941,932.4092989,408.1700411,788.4947085,161.5370365,1943.248311,5531.525039,2673.761938,3020.951402,0.802233403,1.684690611,2.432869572,-0.041875733,-1.157386625,-269.9940205,90.43508888,89.80741935,90.06296272,90.29455309
-270.2488819,-108.9077657,0,-59.05039296,1441.649022,3.211255458,1702.078853,0,588.7804019,803.4829414,162.1353573,4339.777404,0,2640.711165,3044.635927,0.765273148,1.665639568,2.332645376,-0.055124584,-1.173109138,-269.9172439,90.66139518,89.83040013,90.31515133,90.36194127
-271.4616819,1203.305156,692.2113309,-56.93684165,1516.349261,3.321676541,159.9479709,94.52111136,720.8745672,820.3109347,162.8621334,1916.406761,1199.768022,2614.767518,3120.614499,0.711294991,1.507158368,2.342995656,-0.100728427,-1.216311443,-269.8378576,91.15889319,89.89009772,90.74072019,90.43465274
-272.5494019,-1.356771811,1468.878144,-65.48849021,1548.116175,3.355681928,19.39982718,399.3923831,766.8739275,847.9996562,163.5145213,41.71907345,3203.127998,2632.085636,3184.938854,0.65225274,1.500858778,2.303684641,-0.148558533,-1.275925309,-269.7602664,91.27878987,89.9799893,90.85741854,90.50970011
-273.5092021,-66.0859227,2783.244701,-77.47220466,1535.757485,3.254037176,471.6372412,1325.720076,504.9231,883.9875989,164.0913459,1587.685806,5396.98416,2663.301521,3260.173088,0.615780027,1.561869178,2.167290014,-0.202410974,-1.322939521,-269.673281,90.85060954,90.09479311,90.46781592,90.59750924
-274.4483573,-30.38254148,597.2811887,-54.45215225,1468.881229,3.444785464,1019.278507,93.55292176,596.0034164,908.8424118,164.653196,4020.513656,769.9700064,2694.214296,3344.741887,0.603633586,1.485355555,2.240140856,-0.214754475,-1.348060456,-269.5874555,91.06947388,90.1319918,90.7087845,90.6869315
-275.7261463,-455.8094506,602.4795756,-55.28314509,1633.84399,3.427070884,2948.942086,73.03631981,968.3972791,896.7038113,165.4201018,4403.006982,947.3210925,2725.159986,3391.372999,0.591211757,1.612844609,2.309200384,-0.202490927,-1.37088242,-269.5113982,91.79289212,90.17951112,91.34361726,90.7665788
-277.0000264,0,1438.973374,-68.03799485,1893.671263,3.379865417,0,259.830757,981.470824,909.1238996,166.1849217,0,2572.023651,2767.633517,3454.149071,0.602594561,1.480065536,2.350652211,-0.205429165,-1.382538907,-269.4130922,92.06051409,90.28398168,91.61887786,90.86898736
-278.3047372,-33.06711788,3069.835794,-94.18849258,2090.995888,3.415764727,620.0191443,689.6851309,1278.41331,958.9965062,166.9674994,976.53496,4669.565972,2850.62512,3506.892212,0.631566518,1.483355435,2.36522732,-0.152637909,-1.389385045,-269.2955253,92.43174759,90.44029055,91.99787482,90.99145878
-279.5551302,-51.92546406,3873.938762,-100.4682516,2151.096486,3.575234209,1172.325407,828.8631654,1687.544522,1035.301062,167.7163554,1721.584732,4605.010322,2986.08274,3490.621215,0.649977449,1.451264201,2.305143839,-0.09840932,-1.411013823,-269.1400743,92.92202154,90.59886069,92.48659411,91.15236596
-281.2577778,-53.8604804,381.2476028,-105.2935822,2283.368668,3.934235458,1302.768466,65.61809797,1978.644327,1124.181393,168.7345705,1760.068073,406.6707662,3103.227162,3470.008772,0.648903208,1.412036335,2.336556428,-0.087135749,-1.452212915,-268.9309414,93.49969205,90.76274291,93.04774834,91.36455185
-282.8435278,-63.05051637,1655.984779,-111.9062426,2367.096553,4.603451074,1464.89274,323.7967758,1979.158368,1301.23051,169.6788366,2003.139866,1764.442256,3130.474008,3545.742502,0.631526987,1.423233152,2.15822204,-0.116957499,-1.534508825,-268.651983,93.75922186,91.08946282,93.31010174,91.64565728
-284.2901242,-58.86224876,1987.65158,-105.1259602,2392.014104,5.688374253,1383.376488,401.371592,1862.759184,1593.87191,170.5328305,1949.419679,2013.713359,3054.823178,3758.832195,0.610292302,1.413717725,2.007094296,-0.156631893,-1.661576221,-268.3113987,93.93630088,91.46734945,93.49295392,91.9903336
-286.0246833,-71.93840982,2712.718324,-97.27521528,2433.904804,6.984578309,1393.713486,707.554776,1836.232086,1908.980177,171.5533539,1917.450324,2841.147683,2941.763316,4003.339236,0.582854644,1.393301383,1.866288752,-0.187605396,-1.817296205,-267.9285096,94.27459591,91.86266046,93.83278886,92.38143688
-287.877808,-78.72760807,2596.218204,-92.24590779,2439.554367,8.206324326,1352.412072,908.6732424,1932.91213,2141.047078,172.6428365,1803.685079,2948.635245,2977.033818,4169.818612,0.60527616,1.403985477,1.859858056,-0.149138747,-1.91402593,-267.5338064,94.67026069,92.24324873,94.22613829,92.79060308
-289.6255415,-77.16959691,2317.285308,-89.22360319,2396.288969,9.325487693,1249.271858,940.443508,2052.904099,2317.942838,173.6682108,1641.30758,2724.213752,3115.356919,4264.720899,0.689137446,1.46037635,1.957208893,-0.048742583,-1.936932764,-267.1399614,94.99639571,92.62582013,94.55122634,93.20099185
-291.2334573,-73.94368777,2059.758806,-83.85417761,2232.46579,10.37202705,1162.050359,913.2935683,2142.905009,2485.778744,174.6088808,1516.540251,2441.052962,3237.810796,4309.817723,0.799677849,1.540723512,2.071910396,0.066398659,-1.919992541,-266.7499086,95.27427527,93.01529736,94.83063801,93.6052374
-292.648366,-70.29775362,1824.970066,-74.88289762,1961.652618,11.32780912,1132.610515,889.518343,2202.305232,2624.64789,175.4339108,1469.247092,2199.289642,3304.480031,4282.275333,0.897854646,1.617409425,2.155282121,0.160297569,-1.890764381,-266.3663367,95.54440614,93.40585007,95.10400577,93.99863601
-293.8710174,-67.60971022,1645.9882,-67.34341676,1712.929596,12.17018337,1148.630417,898.7755627,2219.010976,2685.482465,176.144943,1493.310181,2050.696134,3329.7838,4172.037905,0.96187439,1.67443938,2.184050551,0.21724444,-1.854924047,-265.9922969,95.78412962,93.79118986,95.34884382,94.37702237
-294.9451192,-66.59611987,1519.829878,-62.67028769,1536.061104,12.90488121,1174.519119,937.638551,2164.900492,2673.279597,176.7686356,1560.17582,1987.446819,3327.322925,4019.703298,0.98864653,1.70833401,2.164674813,0.234807914,-1.817688785,-265.63005,95.94624291,94.1658881,95.51801011,94.73835864
-295.9232738,-66.67451032,1438.210191,-58.99546806,1435.928452,13.5443939,1179.934983,991.9978613,2049.030542,2628.166719,177.3366655,1635.150885,1985.041122,3306.287133,3879.080983,0.98647036,1.72205767,2.115679621,0.2217823,-1.787082516,-265.2821196,96.03182433,94.52495149,95.61127288,95.08087672
-296.8518205,-67.34322569,1392.452895,-55.08821974,1399.434378,14.08209028,1155.115119,1046.280921,1897.4496,2585.601866,177.8774396,1696.737822,2020.960563,3275.792239,3786.111711,0.967321436,1.720807139,2.056588319,0.190581709,-1.767833381,-264.9526044,96.08489018,94.86324522,95.67106298,95.40226602
-297.7655508,-68.68119866,1384.391778,-51.95864718,1407.829289,14.47845567,1123.276204,1090.737489,1760.385667,2557.515554,178.4134767,1740.767487,2077.020267,3248.593365,3751.758647,0.941890195,1.712923408,2.001738603,0.155699527,-1.758752072,-264.6472689,96.1476382,95.17472991,95.73845164,95.69875368
-298.6861461,-69.90867322,1399.010526,-50.11613233,1439.726543,14.67849006,1091.833922,1115.388263,1649.748833,2534.964314,178.9599426,1768.972837,2135.471692,3229.017326,3759.595688,0.91737273,1.703471601,1.960856847,0.124198529,-1.754328772,-264.371822,96.23268501,95.4538115,95.8260685,95.96661116
-299.6233511,-71.86019942,1424.408238,-49.44112772,1479.271405,14.64628659,1055.977181,1115.392315,1559.019818,2500.779265,179.5240681,1786.634588,2185.523182,3213.116486,3782.362599,0.89636713,1.693270278,1.936652289,0.097234803,-1.74802825,-264.1307686,96.33227763,95.69653661,95.92685446,96.20208283
-300.5801491,-74.47229682,1452.27836,-49.7650059,1512.323544,14.36714916,1016.592763,1094.326108,1461.879513,2443.753373,180.1080106,1803.948991,2228.927747,3197.271772,3799.287334,0.877030436,1.681814564,1.92471566,0.070255539,-1.737610586,-263.9270653,96.41485886,95.90052603,96.01127119,96.40219888
-301.5444784,-76.2129684,1451.853532,-49.38014935,1491.736552,13.84206705,979.3759357,1058.525984,1356.535553,2354.517748,180.7040014,1826.611777,2272.529111,3171.381009,3794.248083,0.854871885,1.665992739,1.918125099,0.038320355,-1.722168647,-263.7625792,96.48440646,96.06427547,96.08287896,96.5650949
-302.4357464,-76.28850851,1305.00672,-47.83416904,1269.719649,13.06291161,959.7008313,1035.740907,1269.018097,2248.917588,181.2630138,1860.27127,2313.739336,3138.597201,3759.619266,0.826466325,1.644446976,1.905376411,0.000984212,-1.705590155,-263.6384753,96.56877256,96.18652493,96.16929054,96.68954947
-303.0914161,-105.9691503,964.5007016,-87.78351359,940.6717632,12.01270871,956.447519,971.5791285,1210.384385,2122.009641,181.6866292,1917.947078,2335.212043,3126.542601,3698.805347,0.792515001,1.619584677,1.901575549,-0.039135117,-1.684351866,-263.5551392,96.6578233,96.2672658,96.26014708,96.77332347
