Time, Alpha_L1, Alpha_L2, Alpha_R1, Alpha_R2, CamberL1, CamberR1, Fx_Air  , Fx_L1   , Fx_L2   , Fx_R1   , Fx_R2   , Fy_Air  , Fy_L1   , Fy_L2   , Fy_R1   , Fy_R2   , Fz_Air  , Fz_L1   , Fz_L2   , Fz_R1   , Fz_R2   , MuX_L1  , MuX_L2  , MuX_R1  , MuX_R2  , MuY_L1  , MuY_L2  , MuY_R1  , MuY_R2  , Steer_SW
        11.85,  2.7290575399, 3.16286083672,  3.8780973319, 3.24469056093, -2.9158526934, -2.85679345623, -214.177370198, -1135.04090611, -454.448373743, -1108.17720439, -437.665901052, -11.3635622955, -4050.0402764, -3387.27946547, -2263.35068073, -758.559578052, 128.297080767, 6094.12720657, 4607.34434498, 2825.73877947, 1013.88611142,             1,             1,             1,             1,             1,             1,             1,             1, -56.6132754896
       11.875, 2.77282271785, 3.19808291497, 3.92463242738, 3.28213729012, -2.9197256018, -2.85082976132, -213.123801368, -1183.49891482, -472.799348304, -1155.20054649, -426.307507039, -11.487292997, -4111.27814231, -3402.30696684, -2219.17438745, -727.692033133, 127.659534601, 6113.73918975, 4596.80614929, 2774.38589829, 969.600157308,             1,             1,             1,             1,             1,             1,             1,             1, -56.9522932302
         11.9, 2.78703196204, 3.24335075364, 3.93456383154, 3.33262544928, -2.91964249716, -2.84912569394, -212.037747193, -1235.70127146, -488.777377149, -1230.60714571, -415.276623264, -11.6225339408, -4239.74042439, -3372.7784486, -2270.43570251, -631.812680649, 127.001953333, 6268.56354963, 4516.54387094,  2849.6979781, 848.892331839,             1,             1,             1,             1,             1,             1,             1,             1, -56.8920526977
       11.925,  2.6809237021, 3.30898747937, 3.83365668844, 3.40511162177, -2.90271679755, -2.86941234856, -210.914749462, -1279.55537722, -502.786592539, -1273.78622384, -410.720925578, -11.7726260876, -4231.64479784, -3349.11383047, -2364.53305175, -533.87120093, 126.321510391, 6372.51674447, 4428.43067485, 2997.41609718, 734.305589229,             1,             1,             1,             1,             1,             1,             1,             1, -55.0470215609
        11.95, 2.57667397534, 3.39699295382,  3.7304324787, 3.49945404106, -2.87995237327, -2.89853705251, -209.780993382, -1308.85949996, -513.740126483, -1292.61434104, -419.594119907, -12.0024392671, -4127.66400318, -3363.96431532, -2384.87714619, -470.078859152, 125.631450801, 6409.44802471, 4376.53727511, 3057.63712155, 666.860277684,             1,             1,             1,             1,             1,             1,             1,             1, -53.004559946
       11.975, 2.56550905434, 3.50075622456, 3.70648352251, 3.60856335063, -2.86803324607, -2.91503652351, -208.641838928, -1327.62223157, -522.21455207, -1308.06157117, -442.934928426, -12.3046658578, -4095.27966977, -3419.28204581, -2373.8234382, -447.392999468, 124.935081011, 6436.18916731, 4367.82028818, 3056.75731052, 654.075194278,             1,             1,             1,             1,             1,             1,             1,             1, -51.7263061533
           12, 2.56707538423, 3.60904760918, 3.70831254713, 3.72061386256, -2.85948333025, -2.92658578165, -207.488881268, -1341.83734824, -527.834116195, -1321.01752706, -474.433573984, -12.6399777306, -4134.24707045, -3480.97086207, -2358.10391137, -456.56152684, 124.228703058, 6505.38071947, 4381.54615121, 3041.92948804, 677.082368088,             1,             1,             1,             1,             1,             1,             1,             1, -50.9986555792
       12.025, 2.62028105537, 3.71222402162, 3.76395333257,  3.8204863199, -2.85784686645, -2.92917395235, -206.317787687, -1343.77203161, -533.308664504, -1323.24389647, -572.578043308, -12.9763396587, -4138.42404959, -3657.62522715, -2340.93909212, -566.483253334, 123.510919092, 6443.68539945, 4547.67568712, 3005.88149937, 826.896434689,             1,             1,             1,             1,             1,             1,             1,             1, -50.7278758928
        12.05, 2.68858280997, 3.77820773156, 3.83410552209, 3.88275009752, -2.86026765995, -2.92611312383, -205.11120522,  -1340.893495, -532.816646341, -1321.32406104, -606.465229423, -13.2410348841, -4133.09863648, -3784.67524838, -2306.16442302, -755.741202848, 122.774365486, 6316.11894121, 4668.18683882, 2944.80993694, 1012.79825561,             1,             1,             1,             1,             1,             1,             1,             1, -51.010915978
       12.075, 2.77895235696, 3.80667278416, 3.92517387099, 3.91173363916, -2.86701057712, -2.91706966106, -203.912396201, -1337.52441595, -531.12004471, -1314.15047028, -535.00373355, -13.4411019689, -4161.87282017, -3803.08957638, -2256.10879785, -801.71583534, 122.044949492,  6219.8849377, 4672.52210545, 2863.66828251, 1024.78159953,             1,             1,             1,             1,             1,             1,             1,             1, -51.7674614493
         12.1, 2.80458463198, 3.83023581278, 3.94862221522, 3.93813789427, -2.86712376566, -2.91516461337, -202.726654317, -1344.24819394, -529.822582646, -1335.5698199, -469.864009792, -13.5990276315, -4280.40581167, -3760.83089183, -2303.52466134, -692.998416061, 121.325020802, 6316.57773778, 4603.61227407, 2917.47083189, 887.146422203,             1,             1,             1,             1,             1,             1,             1,             1, -51.6606198069
       12.125, 2.73101758611, 3.87488723169, 3.86603812963, 3.98786123215, -2.85081914429, -2.93305310144, -201.557331076, -1349.63264914, -528.512857487, -1336.35774245, -428.619395799, -13.7618046837, -4320.37133919, -3721.13504053, -2291.94255113, -549.838103905, 120.614595303,  6453.0695079, 4525.84336616, 2924.17892052, 727.233285507,             1,             1,             1,             1,             1,             1,             1,             1, -49.9136445379
        12.15, 2.63051731386, 3.94764205287, 3.75543741607, 4.06628032186, -2.82582117449, -2.96098205538, -200.408542313, -1348.45431559, -526.81257483, -1334.19795727, -415.238205036, -13.9716424512, -4296.5056013, -3713.97536091, -2262.22251867, -450.198941282, 119.914234424, 6603.45023787, 4473.06555684, 2922.88135958, 627.763044152,             1,             1,             1,             1,             1,             1,             1,             1, -47.4975304165
       12.175, 2.54853541987, 4.03842760643, 3.66573180171, 4.16243602771, -2.80162337184, -2.98795973091, -199.272288909, -1343.80520034, -524.486891964, -1331.16724041, -440.657146211, -14.2222433589, -4242.29664901, -3730.80517679, -2249.27018085, -422.917762833, 119.219304419, 6682.90081964,   4446.243536, 2934.20292464, 618.915889545,             1,             1,             1,             1,             1,             1,             1,             1, -45.0857537216
         12.2, 2.49779499064, 4.13095205843, 3.61075788787, 4.26112647516, -2.78123101044, -3.01076787555, -198.137939513, -1334.28724913, -522.022132844, -1323.39586911, -492.002336352, -14.4952200928, -4158.87970712, -3764.49022286, -2250.24730572, -456.618245563, 118.524162927,  6656.8283291, 4445.67606349, 2949.72030018, 677.713136085,             1,             1,             1,             1,             1,             1,             1,             1, -43.0171339383
       12.225, 2.47413248984, 4.20862219811, 3.58496287372, 4.33493210661, -2.76564977711, -3.02834970951, -196.988800389, -1320.00888075, -517.90007813, -1312.25928021, -602.650010105, -14.7452709539, -4060.83577426, -3878.47474506, -2256.98752409, -625.94054839, 117.820874236, 6542.46878279, 4549.34298933, 2962.01104953, 880.482484599,             1,             1,             1,             1,             1,             1,             1,             1, -41.3952842221
        12.25, 2.46165183235, 4.24226178957, 3.57068922052, 4.36537766914, -2.75381840647, -3.04172909111, -195.829801761, -1304.53629031, -512.191664091, -1298.60741651, -589.501217018, -14.921560212, -3969.03812931, -3942.38783777, -2257.8273342, -785.316435439, 117.114943516,  6404.6786307, 4610.77852672, 2963.23895202, 1009.95936062,             1,             1,             1,             1,             1,             1,             1,             1, -40.1632887511
       12.275, 2.44285879599, 4.23994299676, 3.54682344102, 4.35916205722, -2.74336126964, -3.05336948478, -194.691622307, -1291.69429263, -506.417542656, -1292.22918179, -523.315369836, -15.022442901, -3919.02008745, -3957.71449179, -2270.82564301, -829.503758181, 116.425070934, 6338.04747117, 4629.78760856, 2983.64007397, 1021.56553823,             1,             1,             1,             1,             1,             1,             1,             1, -39.1192333275
         12.3, 2.39084107285, 4.22082283532, 3.49239674296, 4.33655355125, -2.72868090471, -3.06978879719, -193.57729534, -1278.47711712, -500.695468694, -1272.75581002, -480.115552301, -15.0572323559, -3882.01099487, -3949.59311827, -2260.07991705, -793.476267008, 115.752738631,  6353.4782758, 4628.40088087, 2985.03058612, 969.962084199,             1,             1,             1,             1,             1,             1,             1,             1, -37.7402855574
       12.325, 2.35290294399,  4.1983225966, 3.45062085644, 4.31120290456, -2.71630354125, -3.08340019075, -192.487072817, -1263.17525921, -495.349562771, -1254.80348655, -459.80410516, -15.0486295511, -3855.87895061, -3937.81282586, -2222.99794205, -735.184348618, 115.097036037, 6395.62298511, 4624.34818773, 2953.29419504, 905.987711185,             1,             1,             1,             1,             1,             1,             1,             1, -36.5350575935
        12.35, 2.35329899111, 4.17507507978, 3.44966047214, 4.28558097237, -2.71074467715,  -3.089073738, -191.412953253, -1249.27051374, -490.719086849, -1239.29092074, -455.735878871, -14.9944676439, -3856.75072065, -3925.65948737, -2204.34036051, -692.863905732, 114.453283979, 6432.23460485, 4620.21505325,  2927.9810946, 864.401026299,             1,             1,             1,             1,             1,             1,             1,             1, -36.0075502026
       12.375, 2.38296982772, 4.14713576071, 3.48015090189, 4.25561268224, -2.71213929178, -3.08699155278, -190.347329207, -1234.92854662, -485.991354593, -1224.62403114, -461.454481699, -14.8835749561, -3882.40114387, -3911.25168942, -2202.72600129, -679.793639905, 113.817472052, 6442.45823963, 4615.37988425, 2910.87574753, 855.574649951,             1,             1,             1,             1,             1,             1,             1,             1, -36.3558453585
         12.4, 2.45455617443, 4.10909211542, 3.55626223041, 4.21446455138, -2.7223957091, -3.07530142495, -189.286532267, -1218.41918263, -481.612695778, -1206.56330001, -475.818378793, -14.7080499971, -3927.64303462, -3910.1164606, -2220.56631719, -702.627785406, 113.187770691, 6422.50193663, 4631.46622061, 2898.92000646,  885.51776717,             1,             1,             1,             1,             1,             1,             1,             1, -37.6632032911
       12.425, 2.56091448551,  4.0529081687, 3.66901510944, 4.15473751221, -2.74334048823, -3.05195715974, -188.224797861, -1202.37680556, -476.488288414, -1190.38641188, -480.068409091, -14.4455551372, -4016.99684658, -3904.98278756, -2243.01835909, -753.689883038, 112.561755149, 6389.18517691, 4650.99535737, 2886.62659289, 939.408549096,             1,             1,             1,             1,             1,             1,             1,             1, -39.6298844205
        12.45, 2.64428578852, 3.98218503947, 3.75762976709, 4.08171638754, -2.76426101578, -3.02834536611, -187.170878232, -1190.24840947, -471.938599755, -1177.15101094, -456.171991719, -14.1126806765, -4109.05478939, -3866.92085268, -2249.49119073, -740.857061204, 111.943755061, 6374.28602404, 4639.79401072, 2864.43895591, 921.605900059,             1,             1,             1,             1,             1,             1,             1,             1, -41.6914654309
       12.475, 2.66740955909, 3.91212766015, 3.78047415474,  4.0102006766, -2.77819243515, -3.0122603384, -186.127493157, -1182.58877946, -467.129516032, -1174.99432232, -436.929672921, -13.7388531328, -4194.82549891, -3816.44275268, -2280.41757855, -696.986872273, 111.333853112, 6431.14781531, 4619.85113097, 2892.71214885, 874.302585995,             1,             1,             1,             1,             1,             1,             1,             1, -43.1335909602
         12.5, 2.61088940529, 3.85047914284, 3.72226315835, 3.94783632181, -2.77976777048, -3.01046825111, -185.097086962, -1173.96393984, -461.920071086, -1165.40465868, -428.454722849, -13.347984787, -4224.25383449, -3775.26482717, -2292.49317333, -656.752031984, 110.732294428, 6541.94301863, 4606.44827173, 2921.35209015, 833.843124195,             1,             1,             1,             1,             1,             1,             1,             1, -43.3080953229
       12.525,  2.5162608968, 3.79857352452, 3.62320611235, 3.89566711874, -2.77433622686, -3.01691290415, -184.084216368, -1162.82526269, -456.507178083, -1155.34184649, -430.664533869, -12.963505777, -4198.22158227, -3746.55858178, -2288.78257399, -642.350972629, 110.140695439, 6650.94009466, 4602.65881845, 2944.09640284,  823.13509466,             1,             1,             1,             1,             1,             1,             1,             1, -42.4401820804
        12.55, 2.39340518889, 3.75221899844, 3.49478638982, 3.84921951539, -2.76199987414, -3.03121301233, -183.089069816, -1157.8936724, -450.360709868, -1147.59569926, -439.065174107, -12.5961007445, -4104.49875837, -3721.99349933, -2265.13447965, -661.625019606,  109.55869957, 6713.86061891, 4600.31500444,   2964.880638, 848.970002266,             1,             1,             1,             1,             1,             1,             1,             1, -41.2561261962
       12.575, 2.33647690006, 3.70333467732, 3.43740862263, 3.80015773799, -2.75849054267, -3.03606923097, -182.105203805, -1163.23999744, -442.579991544, -1152.93691203, -444.068222754, -12.2422233961, -3999.57098581, -3690.13816629, -2264.1920548, -708.153926754, 108.982623426, 6698.75520794, 4589.52341781, 2990.05590382,  902.10256647,             1,             1,             1,             1,             1,             1,             1,             1, -40.9148046242
         12.6, 2.34361503338, 3.64364863058, 3.44856702628, 3.73875755633, -2.76590022221, -3.02915554093, -181.125931277, -1167.00280262, -434.383408472, -1156.08044146, -447.878852657, -11.8813421608, -3925.75084327, -3664.47430879, -2287.69463415, -784.522067913, 108.409354462, 6610.03960402, 4592.98094338, 3015.34975516, 990.736963586,             1,             1,             1,             1,             1,             1,             1,             1, -42.0933421422
       12.625,  2.4537626843, 3.56273030053, 3.57006105699, 3.65390529296, -2.79363515564, -2.99977918272, -180.148538529, -1162.13802254, -425.828986988, -1151.73438786, -434.323663435, -11.4740927909, -3948.42155077, -3644.07031701, -2350.33023796, -866.331786167, 107.838881968, 6483.14635661, 4616.19922788, 3038.92034151, 1085.85468546,             1,             1,             1,             1,             1,             1,             1,             1, -44.728622444
        12.65, 2.57698621908, 3.46301761593, 3.71263822038, 3.54944821499, -2.82811351053, -2.9622924825, -179.178278501, -1152.65511436, -416.898517937, -1136.48130204, -408.670421291, -11.0113377072, -4022.85963845, -3606.50886714, -2389.94033165, -886.491394303, 107.274573708, 6381.72482308, 4637.52508415, 3030.50055669, 1115.85098632,             1,             1,             1,             1,             1,             1,             1,             1, -48.2411973579
       12.675, 2.78359863226, 3.36091438339, 3.93224242895, 3.44290410051, -2.87711184344, -2.90635722627, -178.229251768, -1131.46180866, -406.799817218, -1112.94402699, -386.780572798, -10.5301695274, -4125.83385868, -3560.09131374, -2341.13203542, -855.662451535, 106.723226765, 6234.60871698, 4659.27521224, 2902.04604034,  1090.6978704,             1,             1,             1,             1,             1,             1,             1,             1, -53.0038388548
         12.7, 2.94359102136, 3.26565962152, 4.10750932779, 3.34427727535, -2.92317427943, -2.85154334685, -177.285952329, -1120.39344911, -396.764981268, -1109.28387844, -368.453405996, -10.0223303569, -4329.60242615, -3516.42792711, -2414.32516076, -800.860952379, 106.175735643, 6254.52955989,  4679.2605779, 2934.16284515, 1035.66562945,             1,             1,             1,             1,             1,             1,             1,             1, -57.8126886542
       12.725, 2.98579729948, 3.18513180726, 4.15941659788, 3.26205329031, -2.95306728921, -2.81580190733, -176.350602628, -1109.28810543, -387.010409357, -1099.67688226, -351.759955748, -9.50000480061, -4490.07501921, -3485.97165702, -2482.65725372, -735.322322426,  105.63285699,  6392.5809358, 4709.28410327, 2995.76727902, 964.396065563,             1,             1,             1,             1,             1,             1,             1,             1, -60.9767355779
        12.75, 2.88722190957, 3.12789344873,  4.0604298778, 3.20441270149, -2.95976630845, -2.8083133078, -175.432472802, -1096.92402384, -375.648572323, -1085.29396715, -339.079670492, -8.99873594391, -4618.89897359, -3474.5784623, -2504.75109723, -680.972288497, 105.098844983, 6676.79528484,  4751.0971218, 3044.72029552, 903.316484799,             1,             1,             1,             1,             1,             1,             1,             1, -61.9296534547
       12.775, 2.72757915174, 3.09644111131,  3.8929250449, 3.17468686747, -2.95282257208, -2.81758065777, -174.543113063, -1073.21996162, -362.322373686, -1062.7039968, -331.587435059, -8.54819250116, -4641.45969805, -3477.70289239, -2495.41560801, -659.331848092, 104.579732749, 6957.82242895, 4792.20177469, 3080.17068508, 879.222438149,             1,             1,             1,             1,             1,             1,             1,             1, -60.8753012965
         12.8, 2.53158147531, 3.09010308231, 3.68481338851, 3.17520840817, -2.93402522358, -2.84099690847, -173.694966514, -1035.42831853, -347.588872498, -1025.3007422, -303.106490269, -8.18288010456, -4526.10676447, -3440.50542692, -2456.1828411, -600.517660189, 104.082087916, 7136.87338212, 4750.26728811, 3097.28745222, 801.165200773,             1,             1,             1,             1,             1,             1,             1,             1, -59.1005203794
       12.825,  2.4488399273,    3.10678468, 3.60033589215,  3.1996173815, -2.92696589884, -2.8505425928, -172.902472079, -965.00901044, -333.720060094, -955.501299581, -321.164677644, -7.93158822083, -4366.5912478, -3422.76734562, -2445.24167145, -649.757931065, 103.613963305, 7117.49619814, 4714.02728835, 3111.57631632,  862.33833394,             1,             1,             1,             1,             1,             1,             1,             1, -58.3337185847
        12.85, 2.46704345079, 3.11535349979, 3.62457240003, 3.21064388864, -2.93471453895, -2.84257005356, -172.154716223, -892.416272966, -319.068057285, -884.054956685, -327.419557491, -7.72951320491, -4214.43747908, -3455.64882576, -2463.14840194, -812.748863728, 103.171044769, 6889.10517676, 4748.86528869, 3114.80771734, 1065.63914674,             1,             1,             1,             1,             1,             1,             1,             1, -59.5515054948
       12.875, 2.70015801242, 3.09081076899, 3.88900821126,  3.1846529715, -2.97685998171, -2.79273843407, -171.458443267, -813.691936105, -304.573029087, -799.633919765, -302.021703222, -7.53425131156, -4135.30741881, -3481.87374762, -2409.6657051, -951.487463032, 102.758742187, 6444.84276807, 4801.73784019, 2932.63895759, 1245.30239935,             1,             1,             1,             1,             1,             1,             1,             1, -63.3318837007
         12.9, 3.02656812788, 3.03779779665, 4.23748362589, 3.12784324668, -3.03662148667, -2.71810518993, -170.799134347, -755.659780579, -291.775865341, -745.972463598, -275.804696894, -7.32341809235, -4185.96183463, -3478.91370528, -2431.09830838, -996.861588989, 102.368999346, 5996.56894783,  4842.7337346, 2849.19810776, 1315.01607905,             1,             1,             1,             1,             1,             1,             1,             1, -69.3465363659
       12.925,  3.2992204639, 2.97311492996, 4.53266011835, 3.05897987392, -3.09332090868, -2.64510737777, -170.157027608, -717.612065891,   -281.282259, -705.089144327, -255.818849122, -7.07296097908, -4407.85980659, -3447.55640286, -2473.90716205, -962.679793822, 101.990598282, 5944.52203755, 4870.73936884, 2822.23011894, 1285.36063136,             1,             1,             1,             1,             1,             1,             1,             1, -75.326406573
        12.95, 3.43294462928,   2.920248316, 4.69278052563, 3.00354133336, -3.13320744206, -2.59204749211, -169.527835524, -687.129368804, -271.248119284, -673.090684214, -238.018042005, -6.8039510123, -4631.65775675, -3422.07086361, -2494.16728566, -879.173424875, 101.620280567, 6056.57667944, 4905.15393822, 2807.90427256, 1186.50185055,             1,             1,             1,             1,             1,             1,             1,             1, -79.6518048922
       12.975, 3.45149161978, 2.89534773147,  4.7297580321, 2.97816040164, -3.15432407374, -2.56271431544, -168.916729358, -659.484662252, -260.599155577, -644.599140956, -221.988555779, -6.56047315364, -4763.85019905, -3419.80374752, -2496.5809515, -780.958238641, 101.259918893, 6196.37821367, 4947.17618982, 2799.31236933, 1060.08114608,             1,             1,             1,             1,             1,             1,             1,             1, -82.0042292883
           13, 3.38727886461, 2.90532676314,  4.6748812617, 2.99198254893, -3.15926140503, -2.55459545994, -168.328954471, -634.36555633, -249.611589683, -619.109893956, -198.535188674, -6.37519701089, -4826.73801168, -3436.82778649, -2491.20090396, -656.16503438,  100.91186845, 6328.03647084, 4979.65526899, 2800.81125153, 889.783453968,             1,             1,             1,             1,             1,             1,             1,             1, -82.6302542109
       13.025, 3.30524303465, 2.95643628104,  4.5918984323, 3.05317810162, -3.1548671607, -2.55931698434, -167.773025715, -611.368723536, -239.568295568, -594.57913491, -179.790175227, -6.2978822875, -4826.78469683, -3418.52186866, -2498.40902102, -499.451540756, 100.580059729, 6437.36180665, 4901.02809605, 2822.22597593, 672.639316955,             1,             1,             1,             1,             1,             1,             1,             1, -81.7883318082
        13.05, 3.12650704114, 3.04655284275,   4.380114112, 3.15191268933, -3.13067781438, -2.59019492815, -167.238246144, -590.395171731, -227.757610365, -576.01331735, -192.172225342, -6.30339149168, -4907.62175711, -3501.6838534, -2488.49418008, -512.699945808, 100.258793732, 6755.00722105, 4928.40145571, 2856.95905894, 678.964282258,             1,             1,             1,             1,             1,             1,             1,             1, -79.4733939089
       13.075, 2.95743005628,  3.1395631262, 4.20415350748, 3.25129382802, -3.10359806293, -2.62506971645, -166.72699036, -562.337638558, -214.83935782, -545.523613755, -201.035449276, -6.35730421314, -4856.23364833, -3616.02714278, -2470.6674728, -626.277067277,  99.950380787, 6931.36881741, 4999.39162095, 2882.29019222, 811.432933953,             1,             1,             1,             1,             1,             1,             1,             1, -76.8173012486
         13.1, 2.91031564271, 3.21511264296, 4.15302508451, 3.33237061178, -3.09140788723, -2.64088892073, -166.247663725, -527.68464458, -201.703343441, -511.20425196, -190.529749428, -6.44562078673, -4736.82073628, -3707.65507677, -2420.34773021, -767.349867357, 99.6602029468, 6887.01570396, 5054.70943304, 2834.53721923, 976.164352295,             1,             1,             1,             1,             1,             1,             1,             1, -75.3811855836
       13.125, 2.96544663382,  3.2641790661, 4.21325469409,  3.3859513133, -3.09521305614, -2.63580517113, -165.796026078, -494.474856172, -189.199204459, -480.434748867, -172.41324438, -6.54863203675, -4640.76147706, -3752.73540221, -2408.37051648, -875.415781446, 99.3862098131,  6688.0492237, 5064.18553789, 2801.23895964, 1101.21066806,             1,             1,             1,             1,             1,             1,             1,             1, -75.991405289
        13.15, 3.14785557927, 3.29030181829, 4.41756873617, 3.41517512451, -3.11929365577, -2.60468508527, -165.365433069, -459.235917892, -177.128206043, -446.324915166, -155.523341525, -6.65114835219, -4603.15769747, -3759.60541078, -2431.31676391, -922.240546861, 99.1248126066, 6427.80081596, 5041.79076532, 2770.44660042, 1153.42252091,             1,             1,             1,             1,             1,             1,             1,             1, -78.407013107
       13.175, 3.35555165085, 3.30466343857, 4.64732718303, 3.43082152789, -3.15161463122, -2.56237923907, -164.948439907, -428.550983748, -165.599321883, -415.401299452, -140.33543331, -6.74510250422, -4638.41272855, -3753.65599339, -2450.24984021, -912.28562979, 98.8717685538,  6209.4650242, 5016.16167521, 2737.76814943, 1137.59263237,             1,             1,             1,             1,             1,             1,             1,             1, -81.697599908
         13.2, 3.54307987638, 3.32050468106, 4.85047138455, 3.44692594258, -3.18222661825, -2.52147532723, -164.541736273, -401.80880046, -155.036024624, -387.677874061, -126.315878394, -6.83348264857, -4753.94192354, -3760.1469989, -2461.06828451, -862.53465617, 98.6250158311, 6144.41968951, 5011.37744949, 2709.38490417, 1072.50762837,             1,             1,             1,             1,             1,             1,             1,             1, -84.9489206404
       13.225, 3.65068892497,   3.348355691, 4.97230827856, 3.47643934723, -3.20269110445, -2.4932230147, -164.144146848, -378.774600616, -145.454657904, -363.543234741, -111.179713679, -6.92024337547, -4897.1024266, -3781.55020998, -2465.58489951, -768.885111824, 98.3837414016, 6220.82040429,  5019.9495427, 2690.30625947, 951.370847292,             1,             1,             1,             1,             1,             1,             1,             1, -87.193965789
        13.25, 3.67657713034, 3.39887578147, 5.00568196408, 3.52971691958, -3.20965524598, -2.48263204801, -163.759193231, -356.864660989, -136.021959573, -340.496395313, -99.5514615702, -7.03098643045, -4998.69770964, -3819.48043201, -2463.44756854, -669.066695848, 98.1493118883, 6319.43658565, 5032.91819359, 2680.57044133, 821.172865915,             1,             1,             1,             1,             1,             1,             1,             1, -87.9859710784
       13.275, 3.64345215251, 3.47103581815, 4.95994025785, 3.60506026899, -3.20410774715, -2.48875617648, -163.388280385, -335.431353138,  -126.3899528, -318.882764964, -92.3027683548, -7.16143535784, -5147.23248869, -3901.31906968, -2457.18648583, -629.301967891, 97.9226647749, 6546.59332749, 5086.06438917, 2680.90537334, 764.901846997,             1,             1,             1,             1,             1,             1,             1,             1, -87.0795660204
         13.3, 3.48927239509, 3.55122657194, 4.78462710327, 3.68905388301, -3.17894614026, -2.52074440096, -163.033532619, -316.418812578, -116.714130012, -298.767826366, -86.7117859977, -7.30225652468, -5214.97164376, -4003.48288122, -2428.19751993, -643.205474479,  97.705328842, 6773.42295593, 5155.60469485, 2679.77966162, 773.231706247,             1,             1,             1,             1,             1,             1,             1,             1, -84.6175052488
       13.325,  3.3388407693, 3.62949908333, 4.61602696364, 3.77187179211, -3.15012069035, -2.55736075566, -162.700400276, -294.302445624, -107.280729504, -277.371239497, -80.8633439813, -7.45511198698, -5194.08837736, -4093.87152498, -2403.11849204, -695.319103557, 97.5005087597, 6932.69684638, 5212.95754296, 2681.69808478, 826.835590497,             1,             1,             1,             1,             1,             1,             1,             1, -81.6086588878
        13.35, 3.24246394482, 3.69776081182, 4.50809198288, 3.84514116386, -3.1268957113,  -2.586629454, -162.389930892, -271.373699427, -97.8541795266, -254.91187313, -73.6598807168, -7.61986866657, -5118.23743307, -4153.86714036, -2375.41960699, -765.682293109, 97.3088166744,  6982.1632569, 5240.20229046, 2675.04270681, 901.913241098,             1,             1,             1,             1,             1,             1,             1,             1, -79.1353103755
       13.375, 3.23108858295, 3.75044201981, 4.49426468277, 3.90264405704, -3.11582938425, -2.60032958867, -162.099348966, -247.782605973, -88.6423362259, -232.152896554, -65.352090001, -7.78791636847, -5038.33466098, -4182.71766917, -2362.18028396, -834.246620386, 97.1288431929, 6915.71446155, 5236.49477134, 2662.79316114, 975.531991278,             1,             1,             1,             1,             1,             1,             1,             1, -77.8992254763
         13.4, 3.28890965726, 3.78626306236, 4.55596666006, 3.94188972501, -3.1167299886, -2.59879522481, -161.823356606, -225.134530659, -80.0786192471, -210.73179836, -56.8399404505, -7.94803231767, -4978.32418126, -4188.33095455, -2362.24621115, -884.329694537, 96.9577731797, 6768.10903183, 5214.69364835, 2647.08958879, 1029.04417232,             1,             1,             1,             1,             1,             1,             1,             1, -78.0470267487
       13.425, 3.40444129209, 3.80753678356, 4.68381998982, 3.96485933711, -3.12755166609, -2.58455280573, -161.557109911, -204.397761729, -72.4114045505, -189.434070583, -48.7772127996, -8.0931804282, -4951.91878401, -4185.28263298, -2373.69137327, -908.349113159, 96.7929510358,  6598.3485939, 5193.02576796, 2632.49747572, 1054.02212428,             1,             1,             1,             1,             1,             1,             1,             1, -79.4500349722
        13.45, 3.56438697149, 3.81794521627,  4.8599588906, 3.97490182243, -3.14899344893, -2.55659743908, -161.294932373, -185.028318222, -65.5847483971, -170.910891273, -41.1388691234, -8.21218703897, -4994.40429781, -4189.11171564, -2393.92621305, -906.039614609, 96.6313768764, 6469.14762086, 5189.66026559, 2623.21015163, 1050.10422926,             1,             1,             1,             1,             1,             1,             1,             1, -81.5310014768
       13.475, 3.70368451227, 3.82309849914, 5.01396085387, 3.97819886852, -3.16949988117, -2.5295728837, -161.033851155, -168.408387874, -59.4730324192, -153.808282546, -33.8205868109, -8.30150462906, -5070.50108029, -4209.96784308, -2412.35797266, -880.536695635,  96.471426584, 6432.28495248,  5214.1070089,  2616.2675044, 1020.24298675,             1,             1,             1,             1,             1,             1,             1,             1, -83.7110278543
         13.5, 3.79418409966, 3.82858903464, 5.11356622287, 3.98136536777, -3.18439216258, -2.50960705423, -160.772926873, -154.548171572, -54.1873160883, -138.967691262, -27.0003911462, -8.35957293214, -5193.42469598, -4246.28333607, -2425.23688484, -838.630469108, 96.3126244779, 6503.88245995, 5259.98156348, 2613.01849844, 971.469232467,             1,             1,             1,             1,             1,             1,             1,             1, -85.3656140737
       13.525, 3.80998068333, 3.83891509814, 5.13042946006, 3.99004988369, -3.18864498885, -2.50343910789, -160.512874925, -143.315534112, -49.5373358291, -126.147515141, -20.9196346274, -8.38897144616, -5330.99086102, -4293.25793745, -2423.61643632, -796.276225552, 96.1553349981, 6663.97428296, 5317.12680507, 2608.37253224, 921.622523423,             1,             1,             1,             1,             1,             1,             1,             1, -85.9220807351
        13.55, 3.77594796135,  3.8558773147, 5.09043849054, 4.00691927159, -3.18447261763, -2.50816649479, -160.25703964, -132.449095904, -45.0658827303, -114.308627164, -15.6230931029, -8.39984553877, -5445.96311267, -4342.16741494, -2401.56039218, -769.363515931, 96.0012247735,  6850.4773192, 5371.78800024, 2591.16086737, 888.859330058,             1,             1,             1,             1,             1,             1,             1,             1, -85.1809799917
