Time, Alpha_L1, Alpha_L2, Alpha_R1, Alpha_R2, CamberL1, CamberR1, Fx_Air  , Fx_L1   , Fx_L2   , Fx_R1   , Fx_R2   , Fy_Air  , Fy_L1   , Fy_L2   , Fy_R1   , Fy_R2   , Fz_Air  , Fz_L1   , Fz_L2   , Fz_R1   , Fz_R2   , MuX_L1  , MuX_L2  , MuX_R1  , MuX_R2  , MuY_L1  , MuY_L2  , MuY_R1  , MuY_R2  , Steer_SW
       20.225, -0.632135039277, -0.119049557967, 0.224583607864, -0.103506616959, -2.44503451647, -3.40492065786, -315.768500065, 2215.37177301, -42.8814435122, 2221.64755135, -46.6579181009, -0.1749720878, 641.828785898, 82.1933778003, -162.574803811, 74.9304118379, 189.461064021, 3805.29667515, 3281.97518891, 3989.71026199, 3619.01159181,             1,             1,             1,             1,             1,             1,             1,             1, -0.770045469389
        20.25, -0.649125977818, -0.169787896424, 0.208516404213, -0.155083925722, -2.44758257907, -3.40246811655, -317.306644293,  2212.1169472, -43.1154564431, 2217.90636028, -46.5095296472, 0.191838864404,  654.67796515, 133.680994628, -144.571805717, 133.385672736, 190.383943491, 3779.18955443, 3255.94209676, 4023.77894145, 3644.61454201,             1,             1,             1,             1,             1,             1,             1,             1, -1.35858303668
       20.275, -0.65743059741, -0.213929239993, 0.201174856836, -0.200076612962, -2.45175021818, -3.39840154046, -318.84605124, 2209.01890714, -43.338936825,  2214.3287696, -46.2830216358, 0.54087568346,  664.11309039, 179.026897907, -130.536627087, 186.292232536, 191.307290384, 3757.68941193, 3235.41567472, 4053.23241375, 3661.25926182,             1,             1,             1,             1,             1,             1,             1,             1, -2.15928436537
         20.3, -0.636931692703, -0.250698861489, 0.22288337569, -0.237964556337, -2.4608468058, -3.38940977084, -320.386843515, 2206.74330193, -43.6545760689, 2210.74025592, -45.9951536004, 0.866335421836, 652.899880605, 217.666512521, -139.379276653,   232.3612231, 192.231238223, 3739.02244434, 3223.64957373, 4079.19162122, 3677.47713152,             1,             1,             1,             1,             1,             1,             1,             1, -3.5412970811
       20.325, -0.590941544337, -0.279894376996, 0.270663817689, -0.268375007698, -2.47545193179, -3.37484486554, -321.929358832, 2205.28021575, -44.1684746791,    2205.99449, -45.5265979471, 1.17081122387, 610.863877297, 249.599069397, -185.653838599, 270.711258478, 193.156039645, 3724.73758164, 3222.12182422,  4098.9837514, 3687.94886958,             1,             1,             1,             1,             1,             1,             1,             1, -5.41344916766
        20.35, -0.55459892366, -0.299923684555, 0.308092607127, -0.289811108791, -2.48970345935, -3.36048336643, -323.472823221, 2202.20182665, -44.7345646887,  2201.0265924, -44.9605384342, 1.44717451027, 563.803785094,  274.36259155, -242.091899623, 299.580699436, 194.081300688, 3716.90836824,  3232.0429569, 4100.48764697, 3685.87916226,             1,             1,             1,             1,             1,             1,             1,             1, -7.14979193615
       20.375, -0.561180846239, -0.308393787578, 0.302064319091, -0.299711929706, -2.49710853113, -3.35293312856, -325.016990592, 2198.72496919, -45.1492150888, 2197.30574622, -44.5554586449, 1.66914903231, 547.564377168,  290.01444562, -267.39976027, 316.413580454, 195.007028434, 3725.85386054, 3251.69316886, 4094.59889627, 3670.27801318,             1,             1,             1,             1,             1,             1,             1,             1, -7.87542866949
         20.4, -0.608059484163, -0.304306107265, 0.255094763691, -0.296638226868, -2.49538523497, -3.35468783646, -326.560867806, 2193.38490285, -45.1871790233, 2194.18221847, -44.5172060186, 1.80196381497, 582.852378327, 294.145543972, -234.379995765,  319.34361774, 195.932850129, 3744.66248069, 3273.96278125, 4078.97540077, 3648.18188675,             1,             1,             1,             1,             1,             1,             1,             1, -6.55341963984
       20.425, -0.846634180975, -0.288558980853, 0.0142674132457, -0.281033396165, -2.46117212834, -3.3890836584, -328.102306317, 2180.61965758, -44.4934252585,  2189.3008903, -45.1566977856,  1.8196288827, 733.838841326, 285.809445157, -77.1656942759, 308.932811114, 196.857658634, 3772.13670508, 3288.01998657, 4052.19449751, 3630.79233788,             1,             1,             1,             1,             1,             1,             1,             1, -2.00618090873
        20.45, -1.11644132015, -0.264944704102, -0.255699179603, -0.256008232317, -2.40835492283, -3.44115432068, -329.632819916, 2163.92200438, -42.4064624071, 2172.82667478, -46.8962418354, 1.66338357516, 1029.20759538, 264.348279148, 252.182249187, 287.297988043, 197.776591534, 3782.64655276,   3267.712522, 4040.83947049, 3635.20189139,             1,             1,             1,             1,             1,             1,             1,             1, 4.13253136885
       20.475, -1.3702207085, -0.246736058396, -0.506385533286, -0.235071544087, -2.35079077371, -3.49652022227, -331.147122281, 2147.72081172, -39.911578179, 2154.29211113, -48.9608857327, 1.39356923106, 1295.78909173,  237.89929386, 588.554717068, 265.442888627, 198.686104833,  3752.7251787, 3198.68884705, 4067.89320965, 3697.55636398,             1,             1,             1,             1,             1,             1,             1,             1, 10.5056222825
         20.5, -1.58826235154, -0.248626161401, -0.718065105835, -0.233502204456, -2.29440880684, -3.54942698182, -332.645163783, 2131.58389096, -37.4068618492, 2139.85986842, -50.9739899925, 1.12129994835, 1485.79820404, 220.056998816, 894.212664197, 257.077392071, 199.585699141, 3674.45403495, 3080.20619867, 4133.77034535, 3808.20658632,             1,             1,             1,             1,             1,             1,             1,             1,  16.354079006
       20.525, -1.75404762255, -0.280353421269, -0.876611433599, -0.261901204485, -2.24593841261, -3.59376739584, -334.12697014,  2105.0425939, -35.1284469233, 2127.90068824, -52.5295493024, 0.949988155671, 1589.55318566,  222.92061734, 1141.77250172, 275.399653397, 200.475181594, 3561.77708353, 2930.25019477, 4229.24468606, 3939.89004056,             1,             1,             1,             1,             1,             1,             1,             1, 20.9985922563
        20.55, -1.85199546519, -0.344859758499, -0.966963710241, -0.324077829239, -2.21222266359, -3.62365578677, -335.594145307,  2095.1528599, -33.5897258126, 2116.88882068, -53.4821531011, 0.958940166648, 1602.53373953, 251.488888439, 1318.19078751, 330.258521349, 201.355472224, 3438.82800289, 2776.28182432, 4341.81079202, 4065.69968785,             1,             1,             1,             1,             1,             1,             1,             1, 23.9260327257
       20.575, -1.8748473645, -0.438161549392, -0.983867163585, -0.416540366591, -2.1973042859,  -3.635740285, -337.056680788, 2094.00605798, -32.949596626, 2111.48774958, -53.8543502779, 1.18811593272, 1562.37680529, 304.095732527, 1410.63547607, 425.294230868, 202.232458499, 3324.35086012, 2644.83237887, 4455.20880057, 4173.52730876,             1,             1,             1,             1,             1,             1,             1,             1, 24.8769439346
         20.6, -1.85796836682, -0.55154055973, -0.962159282861, -0.530710544119, -2.19686932207, -3.63403036799, -338.522340646, 2097.73607641, -33.168074249, 2110.80486995, -53.7421208807, 1.63600747384, 1503.13007444, 375.715519869, 1437.38051921, 556.315814249, 203.110483148, 3235.21647734, 2551.69997354, 4562.20004841,   4256.252522,             1,             1,             1,             1,             1,             1,             1,             1, 23.9539240143
       20.625, -1.75334649173, -0.674658062213, -0.855657115091, -0.655921050714, -2.21832264024, -3.61193795166, -339.999396157, 2113.48761324, -34.3021592136,  2118.9666049, -53.2852870816, 2.27073927306, 1410.50697761, 457.560780991, 1384.35563931,   710.4507491, 203.994047644, 3173.37689165, 2502.42489227,  4658.5505519, 4319.64609554,             1,             1,             1,             1,             1,             1,             1,             1, 21.4175360244
        20.65, -1.66233948155, -0.796536503085, -0.762742649619, -0.78100505416,  -2.245517365, -3.58438167661, -341.495259241, 2127.94521271, -36.0694933733,  2128.9348095, -52.5176787167, 3.04972861873, 1330.72612046,  547.87795326, 1284.07273321, 871.833168775, 204.887145258, 3146.37767793, 2499.39110948, 4730.17219352, 4358.57453528,             1,             1,             1,             1,             1,             1,             1,             1, 18.3129148574
       20.675, -1.59356073077, -0.905763522356, -0.692492524182, -0.89391629253, -2.27344660317, -3.55635577433, -343.008470244, 2141.68901299, -38.0327692076, 2138.72237785, -51.6142890503, 3.89110796072, 1280.95823884, 639.817329057, 1184.54405576, 1023.57138398, 205.788908441, 3147.73963309, 2530.34296883, 4763.58922429, 4365.22306577,             1,             1,             1,             1,             1,             1,             1,             1, 15.2530230506
         20.7, -1.55369321905, -0.994179789703, -0.651809197694, -0.985714695887, -2.29854836212, -3.53147416207, -344.535925839, 2152.11949766, -39.8584863301, 2147.31153179, -50.7194674731,  4.7162771952, 1259.36127831, 724.068456107, 1109.87231033, 1148.85591802, 206.697970905, 3167.53269894, 2577.29004206,  4768.6197155,  4344.7707546,             1,             1,             1,             1,             1,             1,             1,             1, 12.6491998522
       20.725, -1.53988721764, -1.05818497087, -0.637805586362, -1.05243728492, -2.31886908163, -3.51170068964, -346.072091986, 2156.24917904, -41.2834623138,  2152.3106157, -49.9390287043, 5.46286819482, 1259.14043562, 791.566544146, 1066.42470231, 1239.24321542, 207.611837591,  3192.3882364, 2623.30136761, 4751.00581542,  4308.6080282,             1,             1,             1,             1,             1,             1,             1,             1, 10.6530199791
        20.75, -1.5391736437, -1.09865443895, -0.637778795701, -1.09456165365, -2.33488031221, -3.49645733715, -347.610977175, 2155.10348943,  -42.20065066, 2153.49374141, -49.3483960952, 6.09335029645, 1267.60958033, 836.248113653, 1048.95717322, 1291.66238054,  208.52775818, 3211.60934901, 2658.30116468, 4722.34441757, 4270.37472358,             1,             1,             1,             1,             1,             1,             1,             1, 9.15903592005
       20.775,  -1.533050153, -1.11874920995, -0.633251692809, -1.11546409373, -2.34904727347, -3.48314856699, -349.148986977, 2151.45240801, -42.7342282523, 2151.77979165, -48.8818876711, 6.59456838364, 1270.92137691, 861.703963852, 1038.35301253, 1315.61306996, 209.444192725, 3221.03510799, 2678.97031568,   4693.391908, 4231.91279032,             1,             1,             1,             1,             1,             1,             1,             1, 7.86105319758
         20.8, -1.52173991143, -1.12158377434, -0.623692068571, -1.11859370431, -2.36153622342, -3.47134957487, -350.684073391, 2145.53790858, -43.0003881684, 2147.33263727, -48.5687701661, 6.96762089733, 1266.10496555, 871.575068465, 1023.31585868, 1321.56643856, 210.360270142, 3221.65391024, 2691.53139952, 4668.84402035, 4209.16892146,             1,             1,             1,             1,             1,             1,             1,             1, 6.70004180844
       20.825, -1.5135129454, -1.10990853999, -0.617200865028, -1.10714930555, -2.37108553158, -3.46224106968, -352.214412304, 2137.51001463, -43.0555920413, 2139.92090391, -48.3791127608, 7.21586720226, 1259.79164837, 869.010230844, 1008.32188991, 1312.86393644,  211.27511086,  3217.1647374, 2700.06993274, 4647.14506538, 4197.86818571,             1,             1,             1,             1,             1,             1,             1,             1, 5.80669911851
        20.85, -1.51191013252, -1.08634825887, -0.617428756307, -1.08373233243, -2.3770083319, -3.45647840457, -353.738469537, 2128.54756408, -42.9231136158, 2131.57025429, -48.3081802434, 7.34262035582, 1257.28658505, 856.449701352, 1000.41197396, 1291.19049493, 212.187905801, 3211.73173849, 2706.19968773, 4627.50889255, 4191.83368198,             1,             1,             1,             1,             1,             1,             1,             1, 5.24939563757
       20.875, -1.45046523934, -1.05005307062, -0.549889097339, -1.04728341902, -2.38966116376, -3.4457019913, -355.276236112, 2623.84985491, -43.3446396126, 2181.63522377, -50.0397371366,  7.3374432721, 1883.99837665, 834.227733938, 979.512825471, 1257.57331225, 213.110874659, 4602.74559824, 2708.83555814, 4617.44951091, 4189.71447585,             1,             1,             1,             1,             1,             1,             1,             1, 4.56547451411
         20.9, -1.57939888831, -0.998785348093, -0.63661574327, -0.995168211955, -2.40591688657, -3.45404696254, -356.770912683, 1450.52472536, -41.2559980176, 2052.38115686, -45.2862380549, 7.30418973875, 807.079746127, 788.458284003, 858.744334594, 1215.30781205, 214.008392091, 2047.59122164, 2679.61284704, 4573.69642575, 4237.54949748,             1,             1,             1,             1,             1,             1,             1,             1, 3.50296073148
       20.925, -1.46961441586, -0.941014513186, -0.630340647935, -0.935920261673, -2.41680890104, -3.45193205852, -358.343469731, 1708.76488404, -43.0229227313, 2115.33986502, -49.0042222528, 7.16409333804, 1349.52043864, 734.837891779, 782.292310077, 1170.75204516, 214.954180456, 3255.49037147, 2631.05938614, 4483.26624113, 4303.66534993,        0.9375,             1,             1,             1,        0.9375,             1,             1,             1, 3.35844753833
        20.95, -0.92117888718, -0.904149901484, -0.264303571512, -0.899362499505, -2.47669983088, -3.38423913227, -359.733277451, 3136.88908304, -51.1178718295, 2161.78637147, -58.1308163847,  7.0776755659, 2413.40961798, 688.353617606, 918.213647986, 1135.10880016, 215.789484825, 5609.39746417, 2567.91185629, 4406.98401044, 4369.18277859,         0.875,             1,             1,             1,         0.875,             1,             1,             1, 6.49452104547
       20.975, -2.93758071119, -0.866370696396, -1.04571175498, -0.861620717353, -2.32323473694, -3.52957449466, -360.93326877,  2371.6362583, -29.2836039531, 1751.60829123, -39.6753036436, 6.87725709052, 755.674283441, 636.771929677, 1345.47256249, 1068.87357468, 216.512418748, 2881.14906663, 2528.28056563, 4278.25667745, 4380.64824533,         0.875,             1,             1,             1,         0.875,             1,             1,             1, 7.91425590735
           21, -1.9172696026, -0.780576572071, -1.04504398664, -0.784913575897, -2.32764494346, -3.52961192545, -362.59846076, 817.591452257, -37.1103332047,  1912.0340543, -44.1671929082, 6.42499548098, 511.693320974, 623.871142493,  1181.4120796, 988.641363877, 217.517701124, 1200.95396574, 2633.16799727, 4245.56374397, 4334.68570352,         0.875,             1,             1,             1,         0.875,             1,             1,             1, 6.92429399004
       21.025, -1.61306559854, -0.626535495169, -0.848281009839, -0.713372511938, -2.36553642891, -3.48556109869, -364.11829528, 1843.60472591, -50.452981282, 2086.98159706, -50.3540504586, 6.00260640621,  1442.8251349, 412.034851544, 948.010192369, 893.049134709, 218.434956988, 3449.32246951, 1972.73353045, 4275.46456702, 4224.06509087,         0.875,             1,             1,             1,         0.875,             1,             1,             1, 6.51655057859
        21.05, -0.862612289054, -0.303586280275, -0.17375771264, -0.68517873154, -2.45503519309, -3.3861128132, -365.490465334, 3979.61821882, -27.6916574416, 2217.87858426, -55.2324512384, 5.81019868863, 1492.12181766, 888.802040489, 964.899379289, 804.351481658, 219.260632541, 6246.03481944, 3452.06443392,  4388.0225524, 4035.26858676,         0.875,        0.9375,             1,             1,         0.875,        0.9375,             1,             1, 8.28069287665
       21.075,             0, -0.381777930177, -1.1332124695, -0.694729825188, -2.29062160525, -3.55562177715, -366.689436523,             0, 70.8661857643, 1692.41346109, -39.1810853941, 5.66106871607,             0, 1258.33058796,  1388.4975526, 722.498568871, 219.981806028,             0, 5434.07225838, 4365.58008039, 3814.40954985,         0.875,         0.875,             1,             1,         0.875,         0.875,             1,             1, 7.82671917309
         21.1, -2.06856645828,             0, -1.16629434218, -0.672694286265, -2.29189428758, -3.56372129058, -368.424036309, 635.512846994,             0, 1954.10775952, -45.1382450841, 5.49248258322, 454.668432358,             0, 1299.51702218, 698.866250288, 221.024555883, 986.195437353,             0, 4335.08406837, 3705.78670875,         0.875,         0.875,             1,             1,         0.875,         0.875,             1,             1, 9.41641391645
       21.125, -2.00180899118, -0.547509340005, -1.13711138987, -0.647953303664, -2.32053351298, -3.52855848026, -370.056420471, 1898.67332594, -44.1813345809, 2148.97833182, -51.3746866899, 5.29262672629, 1374.69442963, 202.425588054, 1121.85751168, 705.868113844, 222.006221207,  4231.9799223, 1046.23949789,  4299.0275544, 3747.40966224,         0.875,         0.875,             1,             1,         0.875,         0.875,             1,             1, 12.2973576669
        21.15, -0.738366139387, -0.313451780188, -0.050717839273, -0.685943463729, -2.44554453165, -3.40051242547, -371.367218993, 4808.20522786, -30.3633913812, 2297.28815545, -57.800807736, 5.23684226496, 1448.90576876, 676.282643426, 1200.83521202, 728.239546082,  222.79336827, 7078.42006006, 3504.07469658, 4360.11822833, 3827.98104498,         0.875,         0.875,             1,             1,         0.875,         0.875,             1,             1, 11.5075342615
       21.175,             0, -0.358164431784, -1.15556240835, -0.7021403663, -2.27964355438, -3.57075795509, -372.628895349,             0, -289.669107186,  1713.0748011, -37.0387891432, 5.18853319342,             0, 2018.72811619, 1471.58267636, 739.978184536, 223.550952875,             0, 5961.26732059, 4282.79960812, 3885.42081839,         0.875,         0.875,             1,             1,         0.875,         0.875,             1,             1, 9.06635230327
         21.2, -1.91140233865,             0, -1.04633064261, -0.67062297488, -2.29935096911, -3.55266066294, -374.445008679, 922.124016952,             0, 2011.88277473, -47.1159979904,  5.0699424833, 680.654726997,             0,  1246.5702195, 738.651317163, 224.641923034,   1488.167982,             0,  4290.5752715, 3914.77499866,         0.875,         0.875,             1,             1,         0.875,         0.875,             1,             1, 8.32014387983
       21.225, -1.3983285069, -0.521186278632, -0.633016410278, -0.652119930922, -2.3969982413, -3.45328558086, -376.038702204, 2040.51718942, -49.2965129044, 2136.47437287, -51.1861130743, 4.87583170036, 1501.62874751, 262.049102054, 742.595369013, 743.720539816, 225.600104351, 3846.83941151, 1380.22859783, 4342.34331876,  3942.0542409,         0.875,         0.875,             1,             1,         0.875,         0.875,             1,             1, 4.34046016868
        21.25, -0.237724769435, -0.296293024549, 0.391051514075, -0.691336953648, -2.51661335452, -3.32846638656, -377.415814583, 3980.55004148, -26.5441000312, 2226.65852161, -56.6257221067, 4.96195305507, 2642.92824074,  780.45694382, 704.930170318, 759.805293883, 226.425640819, 6348.28632281, 3848.64523501, 4425.08354841, 3947.24860085,         0.875,         0.875,             1,             1,         0.875,         0.875,             1,             1, 2.86529045638
       21.275, -1.89333794703, -0.372736665458, -0.993451091047, -0.707167541665, -2.32312944717, -3.53081374391, -378.788736287, 236.882209687, -544.900982797, 1761.84763063, -38.6268975324, 5.07492728079, 92.9908292233, 1717.41758047, 1018.38953181, 754.581860707, 227.248393926, 296.271154138, 6206.86563827, 4342.61292333, 3903.57124087,         0.875,         0.875,             1,             1,         0.875,         0.875,             1,             1, 6.32584543789
         21.3, -2.11647358202, -0.785315248192, -1.23342460829, -0.673504080488, -2.27511056983, -3.58284973043, -380.486685877, 1078.33696603, -0.387967899879, 1968.15059798, -46.957976732, 4.93726431438, 875.694977079, 1.30759004981,  1230.9232469, 745.306729877, 228.268585757,  1783.9032905,  5.4094433124, 4315.38644803,  3883.1948778,         0.875,         0.875,             1,             1,         0.875,         0.875,             1,             1, 13.5547602057
       21.325, -2.30410887292, -0.562547858328, -1.50119748919, -0.664744602265, -2.2358809332, -3.61599958528, -382.03066125, 1954.03686132, -49.7246409279, 2051.93538342, -53.8191322382, 4.75384717603, 2182.24045445, 263.247271959, 1536.01279191, 760.053092515, 229.196752185, 4146.08265808, 1502.87069219, 4329.51609094, 3936.61417809,         0.875,         0.875,             1,             1,         0.875,         0.875,             1,             1, 23.4699935313
        21.35, -2.25909597262, -0.336539743811, -1.46211008319, -0.698113505863, -2.18183946216, -3.6576703352, -383.313616834, 3267.48395911, -24.3420708487, 2065.74300474, -59.3139023384, 4.69839297395, 2736.57692735, 772.268531116, 2211.62637611,  792.14250913, 229.967093302, 4818.21470092, 3614.18475675, 4419.04544475, 4062.08085063,             1,         0.875,             1,             1,             1,         0.875,             1,             1, 35.0030250263
       21.375, -3.3696111579, -0.39356549322, -2.47969095696, -0.757745138375, -1.97841929618, -3.82724716334, -384.56185893, 1382.94798829, -124.78993584, 1775.70225739, -48.5076825065, 4.67392446107, 1039.23646568, 1884.38233768,  2810.4643437, 840.884148159, 230.716322468, 1785.94985096, 5735.29457666, 4549.25552779, 4159.78314727,             1,         0.875,             1,             1,             1,         0.875,             1,             1, 43.2061347725
         21.4, -3.54649155111,             0, -2.57909183959, -0.83903829297, -1.91747359156, -3.86299854294, -385.885823218, 1898.27238092,             0, 1870.47537885, -55.9918347192, 4.78736543017,  1707.6418048,             0, 3086.26534703,   928.6254405, 231.509761325, 2688.10493793,             0, 4775.54780189, 4223.30667011,             1,             1,             1,             1,             1,             1,             1,             1, 49.0912736525
       21.425, -3.53015006679, -0.991721234497, -2.51972573401, -0.937905539111, -1.90730032801, -3.86552261971, -387.244648837, 2012.83406128, -18.1872677576, 1924.99839656, -58.1675714522, 5.09450518784, 2084.69220893, 175.544449572, 3184.22860551, 1064.63680857, 232.322288556, 3112.83434971,  557.56288512, 5009.82178117, 4316.96569585,             1,             1,             1,             1,             1,             1,             1,             1, 50.3204125087
        21.45, -3.33794169666, -1.14773252177, -2.3224930804, -1.10809084813, -1.94457143885, -3.83451399356, -388.602396731, 1958.77424293, -17.7319124808, 1953.35089051, -59.2504395377, 5.83161390255, 2020.66658542, 520.184846917, 3157.59088826, 1299.92220112, 233.129522408, 3069.32348091, 1493.67704744,   5214.417077, 4523.08175212,             1,             1,             1,             1,             1,             1,             1,             1, 46.9291815324
       21.475, -3.17460682645, -1.34793377553, -2.15970800058, -1.30283456334, -1.98808315317, -3.79754625206, -389.976085477, 1972.41570137, -23.0596404348, 1969.52909146, -60.8291364864, 6.94712743612, 1924.82204962, 620.214159747, 3086.10074487, 1602.38287821, 233.940679359,  3022.9260951, 1595.41109685, 5364.33326047, 4810.44717162,             1,             1,             1,             1,             1,             1,             1,             1, 43.0378515789
         21.5, -3.09767760722, -1.46364104502, -2.07890486434, -1.46414116909, -2.0205522381, -3.76916354678, -391.384474901, 1984.19618409, -28.9309537825, 1980.41857634, -58.9911577032, 8.19405073239, 1887.34002512, 912.594002836, 3036.91059055, 1894.99049429,  234.76859464, 3012.49836697, 2211.52847411, 5444.72885453, 5015.60710934,             1,             1,             1,             1,             1,             1,             1,             1,  40.099161097
       21.525, -3.05561303558, -1.58426794707, -2.03398003464, -1.59175246068, -2.04722554394, -3.74516822263, -392.793038423, 1971.81239867, -33.9491287577, 1983.09552177, -58.4048484361, 9.46394871339, 1827.74054591, 1033.49392725, 3010.56862064, 2118.48226226, 235.593627149, 2955.76801655,  2332.1074562, 5512.54443295, 5123.35920603,             1,             1,             1,             1,             1,             1,             1,             1, 37.5969574152
        21.55, -3.04818887863, -1.7043915932, -2.02484862841, -1.70377648022, -2.06823886708, -3.72517136655, -394.192491286, 1950.43668644, -35.4158977399, 1970.41579877, -58.0944563785, 10.7264480474, 1747.28179815, 1061.82948651, 3013.34602653, 2283.70407916, 236.410701705, 2862.14796922, 2245.61181024, 5565.55085648, 5183.70045217,             1,             1,             1,             1,             1,             1,             1,             1, 35.4958935599
       21.575, -3.06305149741, -1.8160669221, -2.04038807798, -1.80671385564, -2.08493865086, -3.70796590668, -395.577053162, 1929.01395751, -35.0392913142, 1948.71019301, -57.6808432523, 11.9487422544, 1670.58200693, 1060.37494204, 3030.14922262, 2413.06618153,  237.21714906, 2766.67227339, 2117.23038344, 5581.75216359, 5187.92204307,             1,             1,             1,             1,             1,             1,             1,             1, 33.6437478756
         21.6, -3.05297168687, -1.91548543738, -2.03488905391, -1.90008675464, -2.10507546027, -3.68700997214, -396.946276718, 1913.81553384, -34.4593786196, 1927.15953778, -56.9678348056,  13.105103768, 1598.81451568, 1050.19681995, 3023.55787185, 2505.10995729, 238.013584482, 2686.99739662, 1996.84292285, 5563.67074598, 5131.27390543,             1,             1,             1,             1,             1,             1,             1,             1,  31.369740832
       21.625, -2.99517553039, -2.00018077024, -1.98498689866, -1.9819263137, -2.13345497512, -3.65830929282, -398.306008174, 1907.05853565, -34.3049386914, 1909.06719273, -55.9312918958, 14.1845691681, 1534.71876922, 1048.70855128, 2961.35709984, 2564.74789391, 238.804196326, 2632.67949281, 1916.19791827, 5523.45797607, 5035.66038561,             1,             1,             1,             1,             1,             1,             1,             1, 28.2904401269
        21.65, -2.91005998497, -2.06606863301, -1.90933100729, -2.04812176419, -2.16672264672, -3.6251386991, -399.661697783,  1905.3637715, -34.7370875893, 1897.20969059, -54.6782129292, 15.1697348707, 1486.40008674, 1064.77849341, 2850.34936729, 2597.79208471, 239.593137987, 2604.55151866, 1891.15915698, 5456.33588667, 4925.56729512,             1,             1,             1,             1,             1,             1,             1,             1, 24.7699224189
       21.675, -2.82173019005, -2.10880100614, -1.83087841789, -2.09372597005, -2.19981323385, -3.59238773909, -401.016700208, 1907.68013579, -35.6115800358, 1892.71493763, -53.4061314067,  16.027564825, 1458.64849966, 1096.31404627, 2724.38197164, 2606.01286541, 240.383787181, 2600.77501884, 1917.59853045, 5373.35710049, 4823.01305451,             1,             1,             1,             1,             1,             1,             1,             1, 21.3185868265
         21.7, -2.74094550692, -2.12560654104, -1.75958604416, -2.11483849448, -2.2298574154, -3.56295736848, -402.371878154, 1912.18445444, -36.7307603797, 1894.20380522, -52.3021894901, 16.7190904581,  1448.3969941, 1136.80924292, 2604.35556674, 2594.26079551, 241.178282374, 2614.50419815, 1977.94990627, 5287.31192833, 4742.76320609,             1,             1,             1,             1,             1,             1,             1,             1, 18.2432928089
       21.725, -2.65908333084, -2.11554434092, -1.6867321141, -2.10959148875, -2.2572318164, -3.53658918559, -403.727181559, 1918.71635919, -37.9102946271, 1900.44795818, -51.5230796321, 17.2097880856, 1444.91009973, 1173.13702592,  2492.9575093, 2569.66551128, 241.978112376, 2637.36504713, 2050.24153862, 5209.83402947, 4689.42256732,             1,             1,             1,             1,             1,             1,             1,             1, 15.5000294831
        21.75, -2.54812788462, -2.08028841955, -1.58446113437, -2.07859195755, -2.28620891694, -3.50912082334, -405.084930251, 1929.26047959, -39.0711244484, 1911.13029473, -50.9857521415, 17.4840317924, 1429.30320728, 1195.10916852, 2370.52887475, 2527.82318433, 242.785544137, 2663.19887035, 2116.70791926, 5148.85853182, 4649.73370448,             1,             1,             1,             1,             1,             1,             1,             1, 12.6138996356
       21.775, -2.38765724746, -2.02266537404, -1.43214155978, -2.02451964712, -2.32125696585, -3.47603495139, -406.452379747, 1947.72836051, -40.3041498493, 1926.05143678, -50.5656746849, 17.5474860543, 1398.17141717, 1200.72962008, 2199.14312618, 2466.14086751, 243.604987028,  2694.9036633, 2175.78518735, 5113.32548311, 4617.78323029,             1,             1,             1,             1,             1,             1,             1,             1, 9.10862684427
         21.8, -2.21143638995, -1.94524398315, -1.26258936062, -1.9501684344, -2.35772786796, -3.44170268246, -407.835792849, 1966.83184854, -41.4808368791, 1941.87350878, -50.1325856249, 17.4099217882, 1365.18884884, 1191.86459451, 1994.19329329, 2377.13364974, 244.439921805, 2736.19657264, 2235.34721184, 5084.24403414, 4583.29226297,             1,             1,             1,             1,             1,             1,             1,             1, 5.47151847507
       21.825, -2.06053200029, -1.84912619616, -1.11742277285, -1.85699073534, -2.38829107873, -3.41349819525, -409.23202513, 1971.47957729, -42.4204082633,  1953.0122439, -49.6603554716, 17.0676669831, 1336.14059823, 1174.41652353, 1799.40770668, 2264.49894272, 245.288382406, 2791.60422515, 2302.07650033, 5049.93627667, 4538.21709364,             1,             1,             1,             1,             1,             1,             1,             1, 2.47373565941
        21.85, -1.94556552171, -1.73519596203, -1.00784918602, -1.74563420796, -2.40998932473, -3.3946715706, -410.635185724, 1977.37741585, -43.0777264141, 1958.12044237, -49.3045980506, 16.5101047347, 1326.37226957, 1148.14140729, 1639.97166757, 2130.93133554, 246.146746603, 2858.97994082, 2376.70101761, 5006.27357947, 4483.78497296,             1,             1,             1,             1,             1,             1,             1,             1, 0.442027016185
       21.875, -1.84783308097, -1.60558538503, -0.915596731758, -1.61827874395, -2.42520717511, -3.38292092137, -412.054309257,   2008.766425, -43.7502057824, 1999.68368131, -49.4123907182, 15.7373808816, 1315.98014649, 1111.59968303, 1505.65276654, 1983.40353467,  247.01982527, 2931.94633924, 2455.59311611,  4955.5576488, 4429.40422261,             1,             1,             1,             1,             1,             1,             1,             1, -0.952939910304
         21.9, -1.71333355232, -1.46460822831, -0.786513917839, -1.47868867003, -2.44304375693, -3.36892998213, -413.49086806, 1986.83407262, -44.6078659172, 1949.45023612, -49.7186327175, 14.7784344444, 1294.99958158, 1060.37339312, 1351.99292883, 1820.75528047,  247.90695804,  3002.2782792, 2532.95946534, 4902.98075755, 4368.37817932,             1,             1,             1,             1,             1,             1,             1,             1, -2.54003755272
